year,station_id,station_name,morning_entries,morning_exits,midday_entries,midday_exits,evening_entries,evening_exits,night_entries,night_exits,total_entries,total_exits,total_flow,morning_total_flow,midday_total_flow,evening_total_flow,night_total_flow,peak_total_flow,entry_exit_imbalance,bottleneck_score
2023,erskineville,Erskineville Station,1240,260,370,260,480,1010,220,540,2310,2070,4380,1500,630,1490,760,2990,240,0.682648401826484
2023,fairfield,Fairfield Station,1970,910,1380,1280,1300,1970,620,980,5270,5140,10410,2880,2660,3270,1600,6150,130,0.590778097982709
2023,fairy_meadow,Fairy Meadow Station,0,0,0,0,0,0,0,0,100,90,190,0,0,0,0,0,10,0.0
2023,fassifern,Fassifern Station,0,0,0,0,0,0,0,0,330,270,600,0,0,0,0,0,60,0.0
2023,faulconbridge,Faulconbridge Station,0,0,0,0,0,0,0,0,70,60,130,0,0,0,0,0,10,0.0
2023,flemington,Flemington Station,1660,640,960,570,1020,1440,500,1180,4140,3830,7970,2300,1530,2460,1680,4760,310,0.5972396486825596
2023,glenbrook,Glenbrook Station,0,0,0,0,0,0,0,0,360,320,680,0,0,0,0,0,40,0.0
2023,glenfield,Glenfield Station,2400,930,890,550,1090,2240,550,1020,4930,4740,9670,3330,1440,3330,1570,6660,190,0.688728024819028
2023,gordon,Gordon Station,3080,1190,1080,830,1630,2770,390,1240,6180,6030,12210,4270,1910,4400,1630,8670,150,0.7100737100737101
2023,gosford,Gosford Station,1680,990,780,550,1010,1630,460,670,3930,3840,7770,2670,1330,2640,1130,5310,90,0.6833976833976834
2023,granville,Granville Station,2160,860,1440,1020,1450,2280,1110,1650,6160,5810,11970,3020,2460,3730,2760,6750,350,0.5639097744360902
2023,green_square,Green Square Station,3270,3220,1960,1680,4290,3190,1230,2080,10750,10170,20920,6490,3640,7480,3310,13970,580,0.6677820267686424
2023,guildford,Guildford Station,1110,220,580,410,460,1130,360,540,2510,2300,4810,1330,990,1590,900,2920,210,0.6070686070686071
2023,gymea,Gymea Station,1020,230,300,300,320,860,120,280,1760,1670,3430,1250,600,1180,400,2430,90,0.7084548104956269
2023,hamilton,Hamilton Station,140,170,200,150,190,140,60,70,590,530,1120,310,350,330,130,640,60,0.5714285714285714
2023,harris_park,Harris Park Station,670,260,450,400,580,840,510,640,2210,2140,4350,930,850,1420,1150,2350,70,0.5402298850574713
2023,hawkesbury_river,Hawkesbury River Station,0,0,0,0,0,0,0,0,200,180,380,0,0,0,0,0,20,0.0
2023,hazelbrook,Hazelbrook Station,0,0,0,0,0,0,0,0,230,220,450,0,0,0,0,0,10,0.0
2023,heathcote,Heathcote Station,270,60,90,90,70,220,40,70,470,440,910,330,180,290,110,620,30,0.6813186813186813
2023,helensburgh,Helensburgh Station,0,0,0,0,0,0,0,0,430,370,800,0,0,0,0,0,60,0.0
2023,hills_showground,Hills Showground Station,1570,330,420,320,580,1440,150,570,2720,2660,5380,1900,740,2020,720,3920,60,0.7286245353159851
2023,holsworthy,Holsworthy Station,1710,190,310,260,400,1470,280,640,2700,2560,5260,1900,570,1870,920,3770,140,0.7167300380228137
2023,homebush,Homebush Station,1280,270,590,410,610,1180,360,850,2840,2710,5550,1550,1000,1790,1210,3340,130,0.6018018018018018
2023,hornsby,Hornsby Station,4270,2220,2320,2080,3090,4700,910,1790,10590,10790,21380,6490,4400,7790,2700,14280,-200,0.6679139382600561
2023,hurlstone_park,Hurlstone Park Station,680,60,200,130,180,510,90,320,1150,1020,2170,740,330,690,410,1430,130,0.6589861751152074
2023,hurstville,Hurstville Station,6800,2130,4140,3620,4260,7810,2060,4040,17260,17600,34860,8930,7760,12070,6100,21000,-340,0.6024096385542169
2023,ingleburn,Ingleburn Station,1220,520,530,440,690,1220,330,590,2770,2770,5540,1740,970,1910,920,3650,0,0.6588447653429603
2023,international,International Station,1170,1770,1280,940,730,800,730,540,3910,4050,7960,2940,2220,1530,1270,4470,-140,0.5615577889447236
2023,jannali,Jannali Station,1420,210,320,310,330,1190,130,380,2200,2090,4290,1630,630,1520,510,3150,110,0.7342657342657343
2023,katoomba,Katoomba Station,180,130,260,510,420,180,60,80,920,900,1820,310,770,600,140,910,20,0.5
2023,kellyville,Kellyville Station,2450,80,390,320,360,2120,170,800,3370,3320,6690,2530,710,2480,970,5010,50,0.7488789237668162
2023,kiama,Kiama Station,120,40,130,150,80,110,40,50,370,350,720,160,280,190,90,350,20,0.4861111111111111
2023,killara,Killara Station,920,140,340,230,290,740,70,380,1620,1490,3110,1060,570,1030,450,2090,130,0.6720257234726688
2023,kings_cross,Kings Cross Station,3480,4080,2840,2500,4520,4250,1790,2440,12630,13270,25900,7560,5340,8770,4230,16330,-640,0.6305019305019305
2023,kingsgrove,Kingsgrove Station,790,310,370,250,450,730,170,390,1780,1680,3460,1100,620,1180,560,2280,100,0.6589595375722543
2023,kingswood,Kingswood Station,810,390,370,310,480,740,250,330,1910,1770,3680,1200,680,1220,580,2420,140,0.657608695652174
2023,kirrawee,Kirrawee Station,820,290,330,280,340,740,140,250,1630,1560,3190,1110,610,1080,390,2190,70,0.6865203761755486
2023,kogarah,Kogarah Station,3290,2080,2370,1690,2810,3310,1150,2110,9620,9190,18810,5370,4060,6120,3260,11490,430,0.6108452950558214
2023,koolewong,Koolewong Station,0,0,0,0,0,0,0,0,70,40,110,0,0,0,0,0,30,0.0
2023,kotara,Kotara Station,0,0,0,0,0,0,0,0,40,60,100,0,0,0,0,0,-20,0.0
2023,lakemba,Lakemba Station,1230,270,860,660,660,1330,550,890,3300,3150,6450,1500,1520,1990,1440,3490,150,0.5410852713178295
2023,lapstone,Lapstone Station,0,0,0,0,0,0,0,0,70,70,140,0,0,0,0,0,0,0.0
2023,lawson,Lawson Station,0,0,0,0,0,0,0,0,110,110,220,0,0,0,0,0,0,0.0
2023,leightonfield,Leightonfield Station,0,0,0,0,0,0,0,0,200,210,410,0,0,0,0,0,-10,0.0
2023,leppington,Leppington Station,2050,220,430,340,410,1870,430,750,3320,3180,6500,2270,770,2280,1180,4550,140,0.7
2023,leumeah,Leumeah Station,1240,170,340,250,310,1180,310,480,2200,2080,4280,1410,590,1490,790,2900,120,0.677570093457944
2023,leura,Leura Station,0,0,0,0,0,0,0,0,270,220,490,0,0,0,0,0,50,0.0
2023,lewisham,Lewisham Station,1350,400,420,270,630,1170,180,540,2580,2380,4960,1750,690,1800,720,3550,200,0.7157258064516129
2023,lidcombe,Lidcombe Station,4120,1500,2420,1820,2770,4400,1730,2960,11040,10680,21720,5620,4240,7170,4690,12790,360,0.5888581952117864
2023,lindfield,Lindfield Station,1800,410,630,610,750,1590,180,650,3360,3260,6620,2210,1240,2340,830,4550,100,0.6873111782477341
2023,lisarow,Lisarow Station,0,0,0,0,0,0,0,0,140,110,250,0,0,0,0,0,30,0.0
2023,lithgow,Lithgow Station,0,0,0,0,0,0,0,0,180,170,350,0,0,0,0,0,10,0.0
2023,liverpool,Liverpool Station,2040,2500,2060,1810,2760,2440,980,1110,7840,7860,15700,4540,3870,5200,2090,9740,-20,0.6203821656050955
2023,loftus,Loftus Station,0,0,0,0,0,0,0,0,410,360,770,0,0,0,0,0,50,0.0
2023,macarthur,Macarthur Station,940,370,550,520,590,1090,330,390,2410,2370,4780,1310,1070,1680,720,2990,40,0.6255230125523012
2023,macdonaldtown,Macdonaldtown Station,410,190,180,130,320,360,120,280,1030,960,1990,600,310,680,400,1280,70,0.6432160804020101
2023,macquarie_fields,Macquarie Fields Station,410,60,150,90,170,380,100,190,830,720,1550,470,240,550,290,1020,110,0.6580645161290323
2023,macquarie_park,Macquarie Park Station,570,2330,630,590,2460,670,320,270,3980,3860,7840,2900,1220,3130,590,6030,120,0.7691326530612245
2023,macquarie_university,Macquarie University Station,1820,3350,2370,2670,4570,2980,1180,1250,9940,10250,20190,5170,5040,7550,2430,12720,-310,0.6300148588410104
2023,maitland,Maitland Station,0,0,0,0,0,0,0,0,330,260,590,0,0,0,0,0,70,0.0
2023,marayong,Marayong Station,410,160,190,150,240,400,90,180,930,890,1820,570,340,640,270,1210,40,0.6648351648351648
2023,marrickville,Marrickville Station,1630,570,770,650,880,1480,420,860,3700,3560,7260,2200,1420,2360,1280,4560,140,0.628099173553719
2023,martin_place,Martin Place Station,550,13080,2210,2660,10610,2160,3620,960,16990,18860,35850,13630,4870,12770,4580,26400,-1870,0.7364016736401674
2023,mascot,Mascot Station,3870,4260,3140,2180,5610,4480,1930,3720,14550,14640,29190,8130,5320,10090,5650,18220,-90,0.6241863651935594
2023,meadowbank,Meadowbank Station,2430,730,960,580,970,1960,330,1080,4690,4350,9040,3160,1540,2930,1410,6090,340,0.6736725663716814
2023,merrylands,Merrylands Station,1860,680,1210,1120,1180,2060,740,1130,4990,4990,9980,2540,2330,3240,1870,5780,0,0.5791583166332666
2023,metford,Metford Station,0,0,0,0,0,0,0,0,60,50,110,0,0,0,0,0,10,0.0
2023,milsons_point,Milsons Point Station,1680,1850,1280,1220,2300,2140,1190,1360,6450,6570,13020,3530,2500,4440,2550,7970,-120,0.6121351766513057
2023,minnamurra,Minnamurra Station,0,0,0,0,0,0,0,0,70,80,150,0,0,0,0,0,-10,0.0
2023,minto,Minto Station,1350,270,440,330,450,1320,410,600,2650,2520,5170,1620,770,1770,1010,3390,130,0.655705996131528
2023,miranda,Miranda Station,1020,840,880,930,1010,1190,340,380,3250,3340,6590,1860,1810,2200,720,4060,-90,0.6160849772382397
2023,mittagong,Mittagong Station,0,0,0,0,0,0,0,0,160,130,290,0,0,0,0,0,30,0.0
2023,morisset,Morisset Station,350,50,130,120,80,270,90,80,650,520,1170,400,250,350,170,750,130,0.6410256410256411
2023,mortdale,Mortdale Station,1680,190,540,410,430,1390,250,650,2900,2640,5540,1870,950,1820,900,3690,260,0.6660649819494585
2023,moss_vale,Moss Vale Station,0,0,0,0,0,0,0,0,160,140,300,0,0,0,0,0,20,0.0
2023,mount_colah,Mount Colah Station,0,0,0,0,0,0,0,0,520,490,1010,0,0,0,0,0,30,0.0
2023,mount_druitt,Mount Druitt Station,2710,840,1230,1160,1230,3040,810,970,5980,6010,11990,3550,2390,4270,1780,7820,-30,0.6522101751459549
2023,mount_kuring_gai,Mount Kuring-gai Station,0,0,0,0,0,0,0,0,220,190,410,0,0,0,0,0,30,0.0
2023,mount_victoria,Mount Victoria Station,0,0,0,0,0,0,0,0,60,50,110,0,0,0,0,0,10,0.0
2023,mulgrave,Mulgrave Station,0,0,0,0,0,0,0,0,250,250,500,0,0,0,0,0,0,0.0
2023,museum,Museum Station,1070,5680,2110,2320,5390,2070,1940,1230,10510,11300,21810,6750,4430,7460,3170,14210,-790,0.6515359926639156
2023,narara,Narara Station,0,0,0,0,0,0,0,0,230,180,410,0,0,0,0,0,50,0.0
2023,narwee,Narwee Station,840,70,300,200,230,720,150,430,1520,1420,2940,910,500,950,580,1860,100,0.6326530612244898
2023,newcastle_interchange,Newcastle Interchange,210,600,360,310,620,230,110,100,1300,1240,2540,810,670,850,210,1660,60,0.6535433070866141
2023,newtown,Newtown Station,2430,1900,1650,1920,2690,3990,1800,1860,8570,9670,18240,4330,3570,6680,3660,11010,-1100,0.6036184210526315
2023,niagara_park,Niagara Park Station,0,0,0,0,0,0,0,0,90,90,180,0,0,0,0,0,0,0.0
2023,normanhurst,Normanhurst Station,470,230,220,130,350,360,50,150,1090,870,1960,700,350,710,200,1410,220,0.7193877551020408
2023,north_ryde,North Ryde Station,840,900,450,330,1070,880,170,490,2530,2600,5130,1740,780,1950,660,3690,-70,0.7192982456140351
2023,north_strathfield,North Strathfield Station,1170,330,370,350,560,1130,270,540,2370,2350,4720,1500,720,1690,810,3190,20,0.6758474576271186
2023,north_sydney,North Sydney Station,2140,14300,3460,2990,13440,2950,1940,1660,20980,21900,42880,16440,6450,16390,3600,32830,-920,0.765625
