station_flow_id,year,station_id,station_name,morning_entries,morning_exits,midday_entries,midday_exits,evening_entries,evening_exits,night_entries,night_exits,total_entries,total_exits,total_flow,morning_total_flow,midday_total_flow,evening_total_flow,night_total_flow,peak_total_flow,entry_exit_imbalance,bottleneck_score,stop_lat,stop_lon,region,pressure_category
2022_moss_vale,2022,moss_vale,Moss Vale Station,0,0,0,0,0,0,0,0,110,100,210,0,0,0,0,0,10,0.0,-34.54797724,150.37174595,Western Sydney,Low Peak Pressure
2022_mount_colah,2022,mount_colah,Mount Colah Station,0,0,0,0,0,0,0,0,440,390,830,0,0,0,0,0,50,0.0,-33.67174586,151.11469754,Southern Sydney,Low Peak Pressure
2022_mount_druitt,2022,mount_druitt,Mount Druitt Station,2250,720,1060,1000,1010,2540,730,810,5050,5070,10120,2970,2060,3550,1540,6520,-20,0.6442687747035574,-33.76955803,150.82012586,Western Sydney,Medium Peak Pressure
2022_mount_kuring_gai,2022,mount_kuring_gai,Mount Kuring-gai Station,0,0,0,0,0,0,0,0,160,170,330,0,0,0,0,0,-10,0.0,-33.65358907,151.13682391,Southern Sydney,Low Peak Pressure
2022_mount_victoria,2022,mount_victoria,Mount Victoria Station,0,0,0,0,0,0,0,0,50,50,100,0,0,0,0,0,0,0.0,-33.58820075,150.25692324,Western Sydney,Low Peak Pressure
2022_mulgrave,2022,mulgrave,Mulgrave Station,0,0,0,0,0,0,0,0,210,190,400,0,0,0,0,0,20,0.0,-33.6265162,150.83003584,Western Sydney,Low Peak Pressure
2022_museum,2022,museum,Museum Station,880,4300,1480,1640,4300,1510,1340,1070,8000,8520,16520,5180,3120,5810,2410,10990,-520,0.6652542372881356,-33.8755711,151.20994628,Sydney CBD,Medium Peak Pressure
2022_narara,2022,narara,Narara Station,0,0,0,0,0,0,0,0,180,160,340,0,0,0,0,0,20,0.0,-33.39461057,151.34452641,Eastern Sydney,Low Peak Pressure
2022_narwee,2022,narwee,Narwee Station,710,60,220,150,180,610,130,320,1240,1140,2380,770,370,790,450,1560,100,0.6554621848739496,-33.94767733,151.07058514,Northern Sydney,Medium Peak Pressure
2022_newcastle_interchange,2022,newcastle_interchange,Newcastle Interchange,160,490,310,290,490,180,70,70,1030,1030,2060,650,600,670,140,1320,0,0.6407766990291263,-32.92404091,151.75908192,Eastern Sydney,Medium Peak Pressure
2022_newtown,2022,newtown,Newtown Station,1960,1550,1380,1620,2130,3240,1460,1520,6930,7930,14860,3510,3000,5370,2980,8880,-1000,0.5975773889636609,-33.89791301,151.17937737,Northern Sydney,Medium Peak Pressure
2022_niagara_park,2022,niagara_park,Niagara Park Station,0,0,0,0,0,0,0,0,90,80,170,0,0,0,0,0,10,0.0,-33.38307663,151.35458344,Eastern Sydney,Low Peak Pressure
2022_normanhurst,2022,normanhurst,Normanhurst Station,0,0,0,0,0,0,0,0,760,560,1320,0,0,0,0,0,200,0.0,-33.72082663,151.0970721,Southern Sydney,Low Peak Pressure
2022_north_ryde,2022,north_ryde,North Ryde Station,650,830,370,280,970,700,150,390,2140,2200,4340,1480,650,1670,540,3150,-60,0.7258064516129032,-33.79421813,151.13798663,Southern Sydney,High Peak Pressure
2022_north_strathfield,2022,north_strathfield,North Strathfield Station,920,280,290,250,430,900,200,390,1840,1820,3660,1200,540,1330,590,2530,20,0.6912568306010929,-33.85918843,151.08818062,Northern Sydney,Medium Peak Pressure
2022_north_sydney,2022,north_sydney,North Sydney Station,1670,11220,2830,2450,10820,2430,1620,1310,16940,17410,34350,12890,5280,13250,2930,26140,-470,0.7609898107714702,-33.84115005,151.20741233,Sydney CBD,High Peak Pressure
2022_north_wollongong,2022,north_wollongong,North Wollongong Station,300,170,190,110,200,260,90,180,780,720,1500,470,300,460,270,930,60,0.62,-34.41227335,150.89138888,Western Sydney,Medium Peak Pressure
2022_norwest,2022,norwest,Norwest Station,660,400,350,250,620,710,110,280,1740,1640,3380,1060,600,1330,390,2390,100,0.7071005917159763,-33.73461748,150.96352165,Western Sydney,High Peak Pressure
2022_oak_flats,2022,oak_flats,Oak Flats Station,150,50,60,50,80,100,40,60,330,260,590,200,110,180,100,380,70,0.6440677966101694,-34.57194651,150.82034881,Western Sydney,Medium Peak Pressure
2022_oatley,2022,oatley,Oatley Station,890,120,240,220,250,800,90,260,1470,1400,2870,1010,460,1050,350,2060,70,0.7177700348432056,-33.9803847,151.07901413,Northern Sydney,High Peak Pressure
2022_olympic_park,2022,olympic_park,Olympic Park Station,220,630,370,220,660,260,120,170,1370,1280,2650,850,590,920,290,1770,90,0.6679245283018868,-33.84659492,151.06932974,Northern Sydney,Medium Peak Pressure
2022_ourimbah,2022,ourimbah,Ourimbah Station,0,0,0,0,0,0,0,0,140,130,270,0,0,0,0,0,10,0.0,-33.35974907,151.36999584,Eastern Sydney,Low Peak Pressure
2022_padstow,2022,padstow,Padstow Station,1050,170,310,230,300,910,200,400,1860,1710,3570,1220,540,1210,600,2430,150,0.680672268907563,-33.95191691,151.03217663,Western Sydney,Medium Peak Pressure
2022_panania,2022,panania,Panania Station,620,210,250,170,240,530,100,220,1210,1130,2340,830,420,770,320,1600,80,0.6837606837606838,-33.95427746,150.99826036,Western Sydney,Medium Peak Pressure
2022_parramatta,2022,parramatta,Parramatta Station,6310,11390,5770,5610,12890,8290,3250,3730,28220,29020,57240,17700,11380,21180,6980,38880,-800,0.6792452830188679,-33.81749025,151.005325,Western Sydney,Medium Peak Pressure
2022_pendle_hill,2022,pendle_hill,Pendle Hill Station,1140,240,410,380,470,1070,220,400,2240,2090,4330,1380,790,1540,620,2920,150,0.674364896073903,-33.80120445,150.9560804,Western Sydney,Medium Peak Pressure
2022_pennant_hills,2022,pennant_hills,Pennant Hills Station,600,230,300,220,330,560,90,210,1320,1220,2540,830,520,890,300,1720,100,0.6771653543307087,-33.73791201,151.07255151,Southern Sydney,Medium Peak Pressure
2022_penrith,2022,penrith,Penrith Station,2210,1190,950,1010,1420,2500,760,820,5340,5520,10860,3400,1960,3920,1580,7320,-180,0.6740331491712708,-33.75014862,150.69651584,Western Sydney,Medium Peak Pressure
2022_penshurst,2022,penshurst,Penshurst Station,1170,140,430,240,330,950,200,550,2130,1880,4010,1310,670,1280,750,2590,250,0.6458852867830424,-33.96620899,151.0888473,Northern Sydney,Medium Peak Pressure
2022_petersham,2022,petersham,Petersham Station,920,610,440,300,770,950,240,440,2370,2300,4670,1530,740,1720,680,3250,70,0.69593147751606,-33.89386331,151.15557204,Northern Sydney,Medium Peak Pressure
2022_picton,2022,picton,Picton Station,0,0,0,0,0,0,0,0,100,80,180,0,0,0,0,0,20,0.0,-34.17919202,150.61260429,Western Sydney,Low Peak Pressure
2022_point_clare,2022,point_clare,Point Clare Station,0,0,0,0,0,0,0,0,90,100,190,0,0,0,0,0,-10,0.0,-33.44625901,151.32841514,Eastern Sydney,Low Peak Pressure
2022_port_kembla,2022,port_kembla,Port Kembla Station,0,0,0,0,0,0,0,0,70,50,120,0,0,0,0,0,20,0.0,-34.47716242,150.90286886,Western Sydney,Low Peak Pressure
2022_punchbowl,2022,punchbowl,Punchbowl Station,760,200,360,260,330,760,220,360,1670,1580,3250,960,620,1090,580,2050,90,0.6307692307692307,-33.92540504,151.05554778,Northern Sydney,Medium Peak Pressure
2022_pymble,2022,pymble,Pymble Station,750,360,290,200,540,690,70,250,1650,1500,3150,1110,490,1230,320,2340,150,0.7428571428571429,-33.74477962,151.14226141,Southern Sydney,High Peak Pressure
2022_quakers_hill,2022,quakers_hill,Quakers Hill Station,1160,120,330,210,280,1010,160,320,1930,1660,3590,1280,540,1290,480,2570,270,0.7158774373259053,-33.72746287,150.88623397,Western Sydney,High Peak Pressure
2022_redfern,2022,redfern,Redfern Station,3360,7050,2850,2720,7240,4080,2320,2520,15770,16370,32140,10410,5570,11320,4840,21730,-600,0.6761045426260112,-33.89204769,151.19841906,Sydney CBD,Medium Peak Pressure
2022_regents_park,2022,regents_park,Regents Park Station,240,300,220,150,310,270,100,130,870,850,1720,540,370,580,230,1120,20,0.6511627906976745,-33.8831901,151.02401965,Western Sydney,Medium Peak Pressure
2022_revesby,2022,revesby,Revesby Station,1710,330,560,470,600,1550,320,710,3190,3060,6250,2040,1030,2150,1030,4190,130,0.6704,-33.95251787,151.01519695,Western Sydney,Medium Peak Pressure
2022_rhodes,2022,rhodes,Rhodes Station,2910,1040,1210,970,1680,2710,590,1480,6390,6200,12590,3950,2180,4390,2070,8340,190,0.6624305003971406,-33.83049189,151.08704933,Northern Sydney,Medium Peak Pressure
2022_richmond,2022,richmond,Richmond Station,200,70,130,100,110,190,80,80,520,440,960,270,230,300,160,570,80,0.59375,-33.59884642,150.75264112,Western Sydney,Medium Peak Pressure
2022_riverstone,2022,riverstone,Riverstone Station,400,100,140,110,150,350,110,140,800,700,1500,500,250,500,250,1000,100,0.6666666666666666,-33.67926177,150.86037985,Western Sydney,Medium Peak Pressure
2022_riverwood,2022,riverwood,Riverwood Station,1230,160,430,350,370,1070,280,600,2310,2180,4490,1390,780,1440,880,2830,130,0.6302895322939867,-33.95139401,151.05245738,Northern Sydney,Medium Peak Pressure
2022_rockdale,2022,rockdale,Rockdale Station,2730,720,1700,1310,1500,2710,990,1970,6920,6710,13630,3450,3010,4210,2960,7660,210,0.561995597945708,-33.95224818,151.13661619,Northern Sydney,Medium Peak Pressure
2022_rooty_hill,2022,rooty_hill,Rooty Hill Station,1260,220,430,360,440,1240,340,540,2470,2360,4830,1480,790,1680,880,3160,110,0.6542443064182195,-33.77162507,150.84464747,Western Sydney,Medium Peak Pressure
2022_roseville,2022,roseville,Roseville Station,990,230,360,280,510,860,110,440,1970,1810,3780,1220,640,1370,550,2590,160,0.6851851851851852,-33.78443617,151.17766673,Southern Sydney,Medium Peak Pressure
2022_rouse_hill,2022,rouse_hill,Rouse Hill Station,1080,270,440,430,490,1270,190,340,2200,2310,4510,1350,870,1760,530,3110,-110,0.6895787139689579,-33.69181177,150.92416751,Western Sydney,Medium Peak Pressure
2022_schofields,2022,schofields,Schofields Station,1790,130,320,270,340,1480,230,590,2680,2470,5150,1920,590,1820,820,3740,210,0.7262135922330097,-33.70438029,150.87377461,Western Sydney,High Peak Pressure
2022_sefton,2022,sefton,Sefton Station,210,90,120,60,140,190,40,70,510,410,920,300,180,330,110,630,100,0.6847826086956522,-33.88527733,151.01170402,Western Sydney,Medium Peak Pressure
2022_seven_hills,2022,seven_hills,Seven Hills Station,1990,730,710,580,1110,1840,460,900,4270,4050,8320,2720,1290,2950,1360,5670,220,0.6814903846153846,-33.7743511,150.93612251,Western Sydney,Medium Peak Pressure
2022_shellharbour_junction,2022,shellharbour_junction,Shellharbour Junction Station,0,0,0,0,0,0,0,0,100,100,200,0,0,0,0,0,0,0.0,-34.59134673,150.84470802,Western Sydney,Low Peak Pressure
2022_springwood,2022,springwood,Springwood Station,360,70,120,90,120,350,80,110,680,620,1300,430,210,470,190,900,60,0.6923076923076923,-33.69905654,150.56366276,Western Sydney,Medium Peak Pressure
2022_st_james,2022,st_james,St James Station,180,4390,1310,1660,4270,810,950,330,6710,7190,13900,4570,2970,5080,1280,9650,-480,0.6942446043165468,-33.87062216,151.21186309,Sydney CBD,Medium Peak Pressure
2022_st_leonards,2022,st_leonards,St Leonards Station,2520,5720,2300,1830,5840,2660,1000,1460,11660,11670,23330,8240,4130,8500,2460,16740,-10,0.7175310758679811,-33.8222319,151.19413439,Northern Sydney,High Peak Pressure
2022_st_marys,2022,st_marys,St Marys Station,1420,710,650,550,910,1470,470,520,3450,3250,6700,2130,1200,2380,990,4510,200,0.673134328358209,-33.76210254,150.77518003,Western Sydney,Medium Peak Pressure
2022_st_peters,2022,st_peters,St Peters Station,1180,360,380,290,680,1070,250,550,2490,2270,4760,1540,670,1750,800,3290,220,0.6911764705882353,-33.90727298,151.18074263,Northern Sydney,Medium Peak Pressure
2022_stanmore,2022,stanmore,Stanmore Station,1270,360,350,290,660,1090,170,500,2450,2240,4690,1630,640,1750,670,3380,210,0.720682302771855,-33.89447424,151.16414803,Northern Sydney,High Peak Pressure
2022_stanwell_park,2022,stanwell_park,Stanwell Park Station,0,0,0,0,0,0,0,0,50,50,100,0,0,0,0,0,0,0.0,-34.22627936,150.98112787,Western Sydney,Low Peak Pressure
2022_strathfield,2022,strathfield,Strathfield Station,6360,2950,3550,3070,5240,6730,2780,4640,17930,17390,35320,9310,6620,11970,7420,21280,540,0.6024915062287656,-33.87167201,151.09428565,Northern Sydney,Medium Peak Pressure
2022_summer_hill,2022,summer_hill,Summer Hill Station,1310,290,460,360,540,1190,220,530,2530,2370,4900,1600,820,1730,750,3330,160,0.6795918367346939,-33.89044065,151.1387028,Northern Sydney,Medium Peak Pressure
2022_sutherland,2022,sutherland,Sutherland Station,2620,670,880,780,1030,2430,480,990,5010,4870,9880,3290,1660,3460,1470,6750,140,0.6831983805668016,-34.03175379,151.05722202,Northern Sydney,Medium Peak Pressure
2022_sydenham,2022,sydenham,Sydenham Station,1230,1460,870,760,1740,1230,670,950,4510,4400,8910,2690,1630,2970,1620,5660,110,0.6352413019079686,-33.91445896,151.16652644,Northern Sydney,Medium Peak Pressure
2022_tahmoor,2022,tahmoor,Tahmoor Station,0,0,0,0,0,0,0,0,100,100,200,0,0,0,0,0,0,0.0,-34.22349207,150.59002115,Western Sydney,Low Peak Pressure
2022_tallawong,2022,tallawong,Tallawong Station,2390,140,370,260,360,2060,250,740,3370,3200,6570,2530,630,2420,990,4950,170,0.7534246575342466,-33.69163119,150.90600569,Western Sydney,High Peak Pressure
2022_tascott,2022,tascott,Tascott Station,0,0,0,0,0,0,0,0,80,60,140,0,0,0,0,0,20,0.0,-33.45091719,151.31860852,Eastern Sydney,Low Peak Pressure
2022_telarah,2022,telarah,Telarah Station,0,0,0,0,0,0,0,0,120,100,220,0,0,0,0,0,20,0.0,-32.72338989,151.53981195,Eastern Sydney,Low Peak Pressure
2022_telopea,2022,telopea,Telopea Station,0,0,0,0,0,0,0,0,80,60,140,0,0,0,0,0,20,0.0,,,Unmatched / Unknown,Low Peak Pressure
2022_tempe,2022,tempe,Tempe Station,500,190,110,90,280,450,50,130,940,860,1800,690,200,730,180,1420,80,0.7888888888888889,-33.92390407,151.15660038,Northern Sydney,High Peak Pressure
2022_thirroul,2022,thirroul,Thirroul Station,390,40,120,100,80,340,70,130,660,610,1270,430,220,420,200,850,50,0.6692913385826772,-34.31801562,150.91891203,Western Sydney,Medium Peak Pressure
2022_thornleigh,2022,thornleigh,Thornleigh Station,530,140,180,150,220,480,60,210,990,980,1970,670,330,700,270,1370,10,0.6954314720812182,-33.73189695,151.07815508,Southern Sydney,Medium Peak Pressure
2022_thornton,2022,thornton,Thornton Station,0,0,0,0,0,0,0,0,150,110,260,0,0,0,0,0,40,0.0,-32.78352147,151.63974686,Eastern Sydney,Low Peak Pressure
2022_toongabbie,2022,toongabbie,Toongabbie Station,990,190,380,320,360,970,200,360,1930,1840,3770,1180,700,1330,560,2510,90,0.6657824933687002,-33.78738636,150.95144002,Western Sydney,Medium Peak Pressure
2022_town_hall,2022,town_hall,Town Hall Station,4600,28560,11060,14200,31370,15350,17440,6500,64470,64610,129080,33160,25260,46720,23940,79880,-140,0.6188410288193369,-33.87353896,151.20692991,Sydney CBD,Medium Peak Pressure
2022_towradgi,2022,towradgi,Towradgi Station,0,0,0,0,0,0,0,0,50,40,90,0,0,0,0,0,10,0.0,-34.38441889,150.90134686,Western Sydney,Low Peak Pressure
2022_tuggerah,2022,tuggerah,Tuggerah Station,340,130,180,160,170,350,160,160,850,800,1650,470,340,520,320,990,50,0.6,-33.30772394,151.42020531,Eastern Sydney,Medium Peak Pressure
2022_turramurra,2022,turramurra,Turramurra Station,1490,300,520,360,550,1330,140,520,2700,2510,5210,1790,880,1880,660,3670,190,0.7044145873320538,-33.73258635,151.12863644,Southern Sydney,High Peak Pressure
2022_turrella,2022,turrella,Turrella Station,290,80,120,70,140,280,80,180,630,610,1240,370,190,420,260,790,20,0.6370967741935484,-33.92979582,151.14033853,Northern Sydney,Medium Peak Pressure
2022_unanderra,2022,unanderra,Unanderra Station,0,0,0,0,0,0,0,0,250,230,480,0,0,0,0,0,20,0.0,-34.45457966,150.84615381,Western Sydney,Low Peak Pressure
2022_valley_heights,2022,valley_heights,Valley Heights Station,0,0,0,0,0,0,0,0,40,40,80,0,0,0,0,0,0,0.0,-33.70433308,150.58374369,Western Sydney,Low Peak Pressure
2022_victoria_street,2022,victoria_street,Victoria Street Station,0,0,0,0,0,0,0,0,200,170,370,0,0,0,0,0,30,0.0,-32.75104739,151.59408427,Eastern Sydney,Low Peak Pressure
2022_villawood,2022,villawood,Villawood Station,160,80,90,80,130,140,40,60,420,360,780,240,170,270,100,510,60,0.6538461538461539,-33.88083101,150.97685942,Western Sydney,Medium Peak Pressure
2022_vineyard,2022,vineyard,Vineyard Station,0,0,0,0,0,0,0,0,80,90,170,0,0,0,0,0,-10,0.0,-33.6503077,150.85115431,Western Sydney,Low Peak Pressure
2022_wahroonga,2022,wahroonga,Wahroonga Station,720,280,240,280,460,560,80,230,1500,1350,2850,1000,520,1020,310,2020,150,0.7087719298245614,-33.71804522,151.1175449,Southern Sydney,High Peak Pressure
2022_waitara,2022,waitara,Waitara Station,1230,370,330,260,620,1050,130,430,2310,2110,4420,1600,590,1670,560,3270,200,0.7398190045248869,-33.71036513,151.10494081,Southern Sydney,High Peak Pressure
2022_warabrook,2022,warabrook,Warabrook Station,0,0,0,0,0,0,0,0,90,90,180,0,0,0,0,0,0,0.0,-32.88738021,151.7101627,Eastern Sydney,Low Peak Pressure
2022_waratah,2022,waratah,Waratah Station,0,0,0,0,0,0,0,0,150,130,280,0,0,0,0,0,20,0.0,-32.90218201,151.73106539,Eastern Sydney,Low Peak Pressure
2022_warnervale,2022,warnervale,Warnervale Station,0,0,0,0,0,0,0,0,150,150,300,0,0,0,0,0,0,0.0,-33.24732964,151.44885085,Eastern Sydney,Low Peak Pressure
2022_warrawee,2022,warrawee,Warrawee Station,280,160,90,60,250,260,40,110,660,590,1250,440,150,510,150,950,70,0.76,-33.72439856,151.12182775,Southern Sydney,High Peak Pressure
2022_warrimoo,2022,warrimoo,Warrimoo Station,0,0,0,0,0,0,0,0,90,70,160,0,0,0,0,0,20,0.0,-33.72140832,150.60273514,Western Sydney,Low Peak Pressure
2022_warwick_farm,2022,warwick_farm,Warwick Farm Station,860,230,300,240,380,790,270,370,1810,1630,3440,1090,540,1170,640,2260,180,0.6569767441860465,-33.91331588,150.93509547,Western Sydney,Medium Peak Pressure
2022_waterfall,2022,waterfall,Waterfall Station,0,0,0,0,0,0,0,0,290,270,560,0,0,0,0,0,20,0.0,-34.13490804,150.99454839,Western Sydney,Low Peak Pressure
2022_waverton,2022,waverton,Waverton Station,700,210,350,240,420,590,110,370,1580,1410,2990,910,590,1010,480,1920,170,0.6421404682274248,-33.8376183,151.19738129,Northern Sydney,Medium Peak Pressure
2022_wentworth_falls,2022,wentworth_falls,Wentworth Falls Station,0,0,0,0,0,0,0,0,230,200,430,0,0,0,0,0,30,0.0,-33.70951523,150.37637161,Western Sydney,Low Peak Pressure
2022_wentworthville,2022,wentworthville,Wentworthville Station,1360,180,490,400,480,1320,260,600,2590,2500,5090,1540,890,1800,860,3340,90,0.656188605108055,-33.80706891,150.97236952,Western Sydney,Medium Peak Pressure
2022_werrington,2022,werrington,Werrington Station,430,60,160,120,120,390,110,150,820,720,1540,490,280,510,260,1000,100,0.6493506493506493,-33.75916137,150.75759387,Western Sydney,Medium Peak Pressure
2022_west_ryde,2022,west_ryde,West Ryde Station,1500,470,700,570,760,1510,320,630,3280,3180,6460,1970,1270,2270,950,4240,100,0.6563467492260062,-33.80719476,151.09019218,Southern Sydney,Medium Peak Pressure
2022_westmead,2022,westmead,Westmead Station,1380,1680,1160,900,2030,1260,550,900,5120,4740,9860,3060,2060,3290,1450,6350,380,0.6440162271805274,-33.80847754,150.98789237,Western Sydney,Medium Peak Pressure
2022_wiley_park,2022,wiley_park,Wiley Park Station,510,60,260,170,210,480,160,280,1140,990,2130,570,430,690,440,1260,150,0.5915492957746479,-33.92276181,151.06791697,Northern Sydney,Medium Peak Pressure
2022_windsor,2022,windsor,Windsor Station,220,90,100,100,120,230,70,80,510,500,1010,310,200,350,150,660,10,0.6534653465346535,-33.61375217,150.81121394,Western Sydney,Medium Peak Pressure
2022_wolli_creek,2022,wolli_creek,Wolli Creek Station,2790,560,1360,940,1430,2730,710,2020,6290,6250,12540,3350,2300,4160,2730,7510,40,0.5988835725677831,-33.92853822,151.15411287,Northern Sydney,Medium Peak Pressure
2022_wollongong,2022,wollongong,Wollongong Station,460,320,330,260,350,490,220,250,1360,1320,2680,780,590,840,470,1620,40,0.6044776119402985,-34.42701768,150.88819093,Western Sydney,Medium Peak Pressure
2022_wollstonecraft,2022,wollstonecraft,Wollstonecraft Station,920,120,320,230,330,740,90,400,1660,1490,3150,1040,550,1070,490,2110,170,0.6698412698412698,-33.83194479,151.19174851,Northern Sydney,Medium Peak Pressure
2022_woodford,2022,woodford,Woodford Station,0,0,0,0,0,0,0,0,70,60,130,0,0,0,0,0,10,0.0,-33.73567216,150.48171549,Western Sydney,Low Peak Pressure
2022_woolooware,2022,woolooware,Woolooware Station,570,80,140,120,120,470,60,160,890,830,1720,650,260,590,220,1240,60,0.7209302325581395,-34.04754097,151.14375723,Northern Sydney,High Peak Pressure
2022_woonona,2022,woonona,Woonona Station,0,0,0,0,0,0,0,0,90,70,160,0,0,0,0,0,20,0.0,-34.34963696,150.91517037,Western Sydney,Low Peak Pressure
2022_woy_woy,2022,woy_woy,Woy Woy Station,1360,170,480,430,300,1420,390,470,2530,2490,5020,1530,910,1720,860,3250,40,0.647410358565737,-33.48572837,151.32330628,Eastern Sydney,Medium Peak Pressure
2022_wyee,2022,wyee,Wyee Station,0,0,0,0,0,0,0,0,170,140,310,0,0,0,0,0,30,0.0,-33.18007088,151.48708552,Eastern Sydney,Low Peak Pressure
2022_wynyard,2022,wynyard,Wynyard Station,3440,33460,6420,8000,28690,8680,11800,3820,50350,53960,104310,36900,14420,37370,15620,74270,-3610,0.7120122711149458,-33.86594489,151.2061031,Sydney CBD,High Peak Pressure
2022_wyong,2022,wyong,Wyong Station,420,130,210,200,170,410,220,280,1020,1020,2040,550,410,580,500,1130,0,0.553921568627451,-33.28539097,151.42523404,Eastern Sydney,Medium Peak Pressure
2022_yagoona,2022,yagoona,Yagoona Station,510,100,220,170,190,460,130,230,1050,960,2010,610,390,650,360,1260,90,0.6268656716417911,-33.90721147,151.02459877,Western Sydney,Medium Peak Pressure
2022_yennora,2022,yennora,Yennora Station,250,310,220,170,310,220,110,190,890,890,1780,560,390,530,300,1090,0,0.6123595505617978,-33.86466386,150.97105333,Western Sydney,Medium Peak Pressure
2023_adamstown,2023,adamstown,Adamstown Station,0,0,0,0,0,0,0,0,100,90,190,0,0,0,0,0,10,0.0,-32.93365273,151.72020335,Eastern Sydney,Low Peak Pressure
2023_albion_park,2023,albion_park,Albion Park Station,0,0,0,0,0,0,0,0,230,210,440,0,0,0,0,0,20,0.0,-34.56288179,150.79871523,Western Sydney,Low Peak Pressure
2023_allawah,2023,allawah,Allawah Station,1160,150,490,320,410,1010,290,680,2350,2160,4510,1310,810,1420,970,2730,190,0.6053215077605322,-33.96972995,151.11454867,Northern Sydney,Medium Peak Pressure
2023_arncliffe,2023,arncliffe,Arncliffe Station,1130,170,380,270,420,980,200,510,2130,1930,4060,1300,650,1400,710,2700,200,0.6650246305418719,-33.93678246,151.147174,Northern Sydney,Medium Peak Pressure
2023_artarmon,2023,artarmon,Artarmon Station,2020,610,760,690,1090,1780,360,990,4230,4070,8300,2630,1450,2870,1350,5500,160,0.6626506024096386,-33.80854241,151.18470089,Southern Sydney,Medium Peak Pressure
2023_ashfield,2023,ashfield,Ashfield Station,4010,1270,2110,1660,2250,4080,1140,2470,9510,9480,18990,5280,3770,6330,3610,11610,30,0.6113744075829384,-33.88763777,151.12585123,Northern Sydney,Medium Peak Pressure
2023_asquith,2023,asquith,Asquith Station,790,180,220,130,240,580,60,220,1310,1110,2420,970,350,820,280,1790,200,0.7396694214876033,-33.68852348,151.10820109,Southern Sydney,High Peak Pressure
2023_auburn,2023,auburn,Auburn Station,4210,2070,3210,2560,3830,4810,2290,3520,13540,12960,26500,6280,5770,8640,5810,14920,580,0.5630188679245283,-33.8494301,151.03301684,Western Sydney,Medium Peak Pressure
2023_austinmer,2023,austinmer,Austinmer Station,0,0,0,0,0,0,0,0,100,70,170,0,0,0,0,0,30,0.0,-34.30645714,150.92923261,Western Sydney,Low Peak Pressure
2023_banksia,2023,banksia,Banksia Station,770,100,200,140,230,690,120,310,1320,1240,2560,870,340,920,430,1790,80,0.69921875,-33.94499641,151.14058914,Northern Sydney,Medium Peak Pressure
2023_bankstown,2023,bankstown,Bankstown Station,2710,1660,2130,2060,2380,2970,920,1520,8140,8210,16350,4370,4190,5350,2440,9720,-70,0.5944954128440367,-33.91784784,151.03465392,Western Sydney,Medium Peak Pressure
2023_bardwell_park,2023,bardwell_park,Bardwell Park Station,560,60,160,140,150,470,90,240,960,910,1870,620,300,620,330,1240,50,0.6631016042780749,-33.93141993,151.12526266,Northern Sydney,Medium Peak Pressure
2023_bargo,2023,bargo,Bargo Station,0,0,0,0,0,0,0,0,40,40,80,0,0,0,0,0,0,0.0,-34.29108396,150.58011741,Western Sydney,Low Peak Pressure
2023_bathurst,2023,bathurst,Bathurst Station,0,0,0,0,0,0,0,0,70,40,110,0,0,0,0,0,30,0.0,-33.42559763,149.5831806,Western Sydney,Low Peak Pressure
